Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2011.0,7,138,1.58,1.01,0.0,0.38,2.97
2003.0,4,446,1.04,1.37,0.06,0.49,2.96
2008.0,4,359,1.57,0.04,1.19,0.15,2.96
2002.0,0,137,1.36,1.15,0.04,0.41,2.96
2009.0,2,85,1.82,0.71,0.15,0.26,2.95
1996.0,6,359,1.98,0.58,0.34,0.04,2.94
2003.0,8,456,2.22,0.51,0.06,0.15,2.94
2005.0,2,488,1.45,1.11,0.04,0.33,2.94
2009.0,0,456,1.76,0.69,0.12,0.37,2.94
2001.0,5,53,2.07,0.77,0.05,0.05,2.94
2007.0,7,323,1.83,0.8,0.03,0.27,2.93
2006.0,5,359,0.87,1.06,0.73,0.26,2.92
2007.0,9,6,1.43,1.13,0.05,0.3,2.91
2002.0,4,359,1.75,0.45,0.62,0.09,2.91
2013.0,10,138,0.61,1.85,0.11,0.33,2.9
2014.0,8,138,1.84,0.8,0.04,0.22,2.9
2004.0,3,446,1.54,1.14,0.0,0.22,2.9
2008.0,10,446,1.75,0.86,0.0,0.28,2.9
2003.0,10,275,0.08,1.24,1.13,0.45,2.9
2012.0,6,138,0.71,1.51,0.06,0.61,2.89
2001.0,10,456,0.99,0.32,1.38,0.2,2.89
2004.0,8,21,1.51,1.12,0.01,0.24,2.89
2011.0,10,296,1.54,1.07,0.0,0.28,2.88
1999.0,8,456,2.03,0.72,0.02,0.11,2.88
2007.0,9,525,1.3,1.27,0.0,0.31,2.88
1998.0,6,91,0.09,2.43,0.12,0.22,2.87
2013.0,8,21,1.87,0.77,0.0,0.22,2.86
2012.0,10,138,2.53,0.16,0.0,0.17,2.86
2002.0,7,525,2.09,0.63,0.03,0.11,2.86
2011.0,2,549,1.98,0.55,0.0,0.32,2.85
1990.0,6,359,1.37,0.51,0.89,0.07,2.85
1997.0,4,359,1.29,0.53,0.98,0.05,2.85
1996.0,11,542,1.37,1.34,0.0,0.14,2.85
2011.0,0,21,1.4,1.14,0.0,0.31,2.85
2015.0,10,138,0.4,1.98,0.05,0.42,2.85
2010.0,0,525,1.87,0.57,0.11,0.3,2.84
2007.0,8,494,1.65,0.86,0.05,0.28,2.83
2009.0,10,138,2.52,0.09,0.0,0.22,2.83
2010.0,8,138,1.28,1.05,0.07,0.43,2.83
2002.0,2,488,1.32,1.08,0.04,0.39,2.83
2002.0,8,359,1.96,0.67,0.1,0.09,2.82
2003.0,0,488,1.59,1.05,0.04,0.14,2.82
1994.0,1,424,0.02,2.79,0.0,0.0,2.81
2010.0,6,138,1.05,1.25,0.03,0.48,2.81
2007.0,9,525,1.32,1.19,0.0,0.3,2.81
2003.0,2,488,1.32,1.06,0.04,0.38,2.8
2008.0,0,288,1.74,0.8,0.0,0.26,2.8
2006.0,4,359,1.47,0.07,1.1,0.15,2.8
1997.0,10,456,0.29,0.2,2.13,0.18,2.79
2011.0,8,456,1.45,0.88,0.09,0.38,2.79
1998.0,4,456,1.96,0.72,0.0,0.11,2.79
2001.0,2,488,1.19,1.15,0.04,0.41,2.79
1992.0,7,144,0.0,0.0,2.78,0.01,2.79
1996.0,2,177,1.98,0.7,0.0,0.11,2.79
2011.0,8,138,0.89,1.43,0.0,0.48,2.79
2001.0,10,138,2.19,0.22,0.0,0.38,2.79
2009.0,5,359,0.3,1.47,0.68,0.34,2.79
2011.0,7,359,0.46,0.29,1.96,0.07,2.79
2003.0,4,456,1.68,0.74,0.0,0.36,2.78
2014.0,0,456,1.27,0.97,0.07,0.47,2.78
2003.0,4,456,1.44,0.83,0.26,0.25,2.78
2009.0,2,347,1.2,0.98,0.17,0.43,2.78
2003.0,9,138,1.41,1.12,0.0,0.24,2.77
2007.0,4,446,1.24,1.2,0.04,0.3,2.77
2011.0,0,488,1.25,1.15,0.07,0.3,2.77
1980.0,8,53,2.56,0.17,0.0,0.03,2.76
1992.0,3,359,1.43,0.54,0.71,0.07,2.75
2013.0,0,525,1.07,1.31,0.06,0.31,2.74
2000.0,11,359,1.02,0.36,1.13,0.23,2.73
1986.0,0,359,1.33,0.31,1.04,0.05,2.73
2011.0,1,494,1.52,0.94,0.02,0.24,2.72
2006.0,8,21,1.49,0.93,0.02,0.27,2.71
2002.0,0,359,1.75,0.52,0.33,0.1,2.7
2001.0,0,542,0.99,0.48,1.09,0.14,2.7
2015.0,2,549,1.47,0.76,0.0,0.47,2.7
1998.0,3,359,1.25,0.53,0.87,0.05,2.7
2011.0,10,138,2.42,0.11,0.0,0.16,2.69
2006.0,0,288,1.85,0.64,0.01,0.19,2.69
2010.0,10,138,2.38,0.12,0.0,0.18,2.69
2010.0,5,359,1.63,0.52,0.35,0.18,2.69
2010.0,10,138,1.46,0.98,0.0,0.24,2.68
2004.0,6,138,1.23,1.11,0.0,0.34,2.68
2014.0,7,281,0.0,0.0,2.68,0.0,2.68
2009.0,6,138,0.69,1.41,0.04,0.53,2.68
2011.0,7,465,0.78,0.75,0.89,0.26,2.68
1992.0,2,40,1.95,0.63,0.0,0.09,2.67
2005.0,8,21,1.48,0.92,0.01,0.26,2.67
2008.0,3,21,1.78,0.64,0.0,0.25,2.67
1998.0,8,138,1.44,1.09,0.0,0.14,2.67
2004.0,7,323,1.99,0.58,0.0,0.09,2.66
2006.0,0,126,1.59,0.8,0.0,0.26,2.65
2003.0,0,525,1.15,1.11,0.0,0.4,2.65
2012.0,0,21,1.56,0.88,0.0,0.22,2.65
2006.0,8,138,0.86,1.11,0.01,0.66,2.65
1986.0,4,359,0.0,0.0,2.65,0.0,2.65
1996.0,0,359,2.0,0.5,0.12,0.03,2.65
2007.0,0,288,1.53,0.87,0.0,0.24,2.64
2000.0,6,494,2.0,0.47,0.02,0.14,2.63
2006.0,2,456,0.76,1.1,0.12,0.65,2.63
2009.0,11,323,1.53,0.82,0.04,0.24,2.63
2009.0,0,456,1.7,0.46,0.06,0.41,2.63
2004.0,10,446,2.15,0.12,0.0,0.36,2.62
2007.0,10,359,1.07,1.06,0.24,0.25,2.62
2010.0,8,138,1.55,0.81,0.04,0.21,2.62
2009.0,10,138,0.59,1.79,0.01,0.23,2.62
2011.0,10,494,2.31,0.14,0.01,0.16,2.62
2008.0,9,359,0.63,0.84,0.96,0.19,2.61
2002.0,0,138,0.9,1.22,0.04,0.44,2.61
2010.0,4,359,1.02,0.52,0.92,0.14,2.6
1990.0,0,446,1.86,0.55,0.11,0.08,2.6
2008.0,10,138,0.48,1.63,0.04,0.43,2.59
2007.0,4,456,0.93,1.12,0.08,0.45,2.59
2004.0,10,138,2.03,0.21,0.0,0.35,2.59
2009.0,4,456,0.64,1.24,0.01,0.69,2.58
2013.0,8,456,0.89,1.33,0.07,0.28,2.58
2009.0,0,494,1.04,1.24,0.03,0.27,2.58
2007.0,7,85,0.37,0.27,1.75,0.18,2.58
2006.0,2,488,1.4,0.88,0.03,0.26,2.58
2004.0,4,456,1.31,0.74,0.31,0.22,2.57
2010.0,3,359,0.28,1.68,0.33,0.28,2.57
2009.0,7,138,1.76,0.56,0.03,0.22,2.57
2007.0,10,138,2.14,0.08,0.0,0.35,2.57
2001.0,4,446,1.7,0.59,0.21,0.07,2.56
1987.0,7,144,0.15,0.0,2.41,0.0,2.56
2012.0,10,138,2.11,0.23,0.0,0.22,2.56
2003.0,7,359,1.21,0.57,0.7,0.07,2.54
2008.0,10,275,1.13,0.87,0.29,0.25,2.54
2008.0,10,138,2.21,0.12,0.0,0.2,2.54
2007.0,8,53,2.36,0.14,0.0,0.03,2.53
2001.0,6,17,1.13,1.12,0.06,0.22,2.52
2000.0,0,359,1.55,0.75,0.16,0.06,2.52
2007.0,3,325,1.5,0.78,0.0,0.24,2.52
1986.0,7,85,0.49,0.0,0.52,1.51,2.52
2013.0,0,465,0.6,1.31,0.08,0.52,2.51
2006.0,7,21,2.29,0.02,0.0,0.19,2.5
2008.0,10,275,0.13,0.07,0.26,2.05,2.5
1999.0,3,359,1.28,0.14,1.08,0.01,2.5
2011.0,0,488,0.86,1.06,0.18,0.39,2.49
2003.0,0,494,1.84,0.56,0.0,0.09,2.49
2010.0,0,549,1.29,0.97,0.0,0.23,2.49
2002.0,2,325,1.81,0.52,0.0,0.15,2.49
2008.0,8,456,1.15,0.85,0.1,0.39,2.48
2008.0,6,126,1.38,0.85,0.0,0.25,2.48
1998.0,0,137,1.15,1.14,0.06,0.13,2.48
2012.0,10,494,1.72,0.44,0.05,0.27,2.48
2007.0,3,138,1.93,0.34,0.0,0.21,2.48
2013.0,10,494,2.1,0.2,0.0,0.17,2.47
2002.0,3,359,1.13,0.36,0.92,0.07,2.47
2010.0,3,488,1.67,0.58,0.0,0.2,2.46
2008.0,6,494,1.55,0.54,0.05,0.31,2.45
1992.0,7,466,0.0,0.0,2.43,0.02,2.45
1997.0,7,466,0.93,0.12,1.34,0.06,2.45
1996.0,6,456,2.12,0.25,0.0,0.07,2.44
2011.0,8,323,1.44,0.73,0.04,0.22,2.44
2006.0,6,138,0.87,0.98,0.0,0.59,2.44
2003.0,9,138,1.07,1.19,0.0,0.18,2.43
1997.0,1,424,1.52,0.82,0.0,0.1,2.43
2008.0,8,525,1.56,0.61,0.02,0.23,2.42
1998.0,4,446,1.26,0.61,0.46,0.08,2.42
1988.0,10,359,1.27,0.32,0.78,0.05,2.42
2010.0,10,275,0.29,1.18,0.54,0.41,2.42
2003.0,2,53,1.63,0.22,0.51,0.06,2.41
2001.0,6,456,2.07,0.26,0.0,0.08,2.41
1998.0,0,85,0.81,0.76,0.7,0.14,2.41
2014.0,3,323,1.43,0.76,0.0,0.22,2.41
2007.0,6,138,0.69,0.0,0.04,1.68,2.41
2015.0,10,138,2.07,0.08,0.0,0.26,2.4
1996.0,5,253,2.1,0.24,0.0,0.07,2.4
1987.0,2,359,0.77,0.18,1.42,0.03,2.4
1997.0,11,138,2.3,0.1,0.0,0.0,2.4
2007.0,1,275,2.15,0.18,0.0,0.07,2.39
2015.0,6,138,0.49,1.49,0.05,0.36,2.39
2010.0,10,6,1.74,0.48,0.0,0.18,2.39
2007.0,0,288,1.54,0.63,0.0,0.22,2.39
1994.0,3,214,1.49,0.81,0.0,0.1,2.39
2013.0,0,549,1.07,0.87,0.04,0.4,2.39
2011.0,0,120,1.48,0.71,0.0,0.2,2.39
2005.0,3,426,1.67,0.61,0.03,0.07,2.38
2007.0,0,288,1.02,0.97,0.0,0.39,2.38
2011.0,3,323,1.73,0.46,0.02,0.18,2.38
1998.0,2,488,1.94,0.39,0.03,0.02,2.38
2015.0,0,456,1.0,0.76,0.26,0.36,2.38
2014.0,10,494,1.46,0.54,0.01,0.37,2.38
2010.0,10,138,2.04,0.15,0.0,0.19,2.38
2001.0,3,275,1.16,0.91,0.0,0.3,2.38
2007.0,10,138,2.18,0.01,0.0,0.18,2.37
2004.0,8,545,2.28,0.02,0.08,0.0,2.37
2004.0,0,488,0.96,1.08,0.04,0.3,2.37
2004.0,10,21,1.25,0.86,0.01,0.26,2.37
2009.0,10,138,2.03,0.13,0.0,0.21,2.37
2011.0,10,323,1.38,0.74,0.02,0.22,2.36
1995.0,4,359,0.69,0.14,1.48,0.05,2.36
2010.0,0,549,1.07,1.05,0.0,0.23,2.35
1996.0,4,359,1.39,0.48,0.4,0.08,2.35
1998.0,7,137,0.0,0.0,2.34,0.01,2.35
2008.0,6,494,1.68,0.46,0.01,0.2,2.35
2013.0,4,21,1.32,0.83,0.0,0.2,2.34
2007.0,2,488,0.92,0.0,0.01,1.41,2.34
2008.0,10,525,1.2,0.9,0.0,0.24,2.34
2001.0,0,85,1.08,0.7,0.34,0.21,2.34
2010.0,9,138,1.27,0.86,0.0,0.2,2.33
2015.0,0,359,1.14,0.54,0.47,0.17,2.32
2015.0,10,494,1.93,0.14,0.0,0.24,2.32
2010.0,3,525,1.57,0.56,0.0,0.19,2.32
2000.0,10,359,0.78,0.4,1.06,0.07,2.32
1997.0,0,494,0.79,1.35,0.04,0.14,2.32
2004.0,8,138,0.85,1.06,0.09,0.32,2.31
2004.0,5,359,0.52,0.45,1.21,0.13,2.31
1999.0,6,138,1.58,0.64,0.0,0.09,2.31
1995.0,7,466,0.28,0.0,2.02,0.01,2.31
1998.0,10,10,1.65,0.46,0.1,0.1,2.31
2013.0,0,549,1.24,0.85,0.0,0.21,2.3
2012.0,0,343,0.95,1.06,0.0,0.29,2.3
2008.0,7,359,0.95,0.54,0.62,0.18,2.3
2011.0,0,120,1.08,0.75,0.15,0.31,2.29
1997.0,0,137,0.91,1.25,0.0,0.13,2.29
2013.0,0,456,1.23,0.68,0.04,0.34,2.29
2004.0,6,138,1.38,0.8,0.0,0.1,2.28
2009.0,10,275,0.3,1.27,0.46,0.26,2.28
2014.0,3,525,1.11,0.98,0.0,0.2,2.28
2015.0,0,281,0.0,0.0,2.28,0.0,2.28
1983.0,4,359,0.51,0.12,1.63,0.02,2.28
2008.0,10,138,0.38,0.07,0.01,1.82,2.28
2008.0,0,288,1.01,0.9,0.0,0.37,2.28
2012.0,8,494,1.05,0.77,0.1,0.36,2.28
1997.0,6,91,0.07,2.0,0.02,0.18,2.28
2012.0,7,359,1.12,0.39,0.64,0.12,2.27
2009.0,3,446,1.34,0.62,0.0,0.31,2.27
2006.0,3,446,1.07,0.92,0.04,0.24,2.27
2002.0,4,359,1.22,0.1,0.91,0.04,2.27
2001.0,4,359,0.9,0.73,0.54,0.09,2.26
2007.0,3,21,1.4,0.54,0.02,0.3,2.26
2007.0,8,21,1.19,0.84,0.0,0.23,2.26
2007.0,0,85,1.34,0.57,0.14,0.21,2.26
2014.0,3,458,0.28,0.79,0.87,0.32,2.25
2002.0,1,85,0.62,0.44,1.06,0.13,2.25
1997.0,10,522,1.52,0.46,0.2,0.08,2.25
2004.0,7,359,1.48,0.25,0.46,0.06,2.25
2011.0,10,138,1.93,0.15,0.0,0.17,2.25
2009.0,7,359,0.67,0.41,1.05,0.11,2.25
2008.0,2,465,0.51,0.51,0.91,0.32,2.25
2001.0,4,446,1.19,0.71,0.22,0.13,2.24
2001.0,4,545,1.29,0.83,0.0,0.11,2.23
1990.0,0,275,1.74,0.25,0.21,0.03,2.23
2008.0,0,21,1.42,0.61,0.0,0.21,2.23
2009.0,9,275,1.09,0.85,0.0,0.28,2.23
2013.0,4,359,1.27,0.62,0.18,0.16,2.22
2003.0,0,525,0.88,1.03,0.0,0.31,2.22
2009.0,5,549,1.71,0.32,0.02,0.18,2.22
1998.0,1,359,1.0,0.63,0.45,0.13,2.22
2010.0,6,138,1.03,0.98,0.0,0.21,2.22
2010.0,8,494,1.45,0.55,0.02,0.19,2.21
2013.0,0,525,1.47,0.55,0.0,0.19,2.21
2006.0,0,85,1.06,0.82,0.05,0.28,2.21
2008.0,3,138,1.78,0.24,0.0,0.18,2.2
1981.0,0,391,2.06,0.12,0.0,0.02,2.2
2007.0,3,21,2.01,0.02,0.0,0.17,2.2
2000.0,4,359,1.11,0.51,0.34,0.23,2.2
1986.0,10,347,0.15,0.0,2.05,0.0,2.2
2008.0,4,446,1.28,0.68,0.02,0.21,2.2
2007.0,5,126,1.06,0.91,0.0,0.23,2.2
2011.0,0,275,0.34,0.97,0.55,0.33,2.19
2006.0,0,488,1.17,0.78,0.02,0.22,2.19
2003.0,7,21,1.68,0.44,0.0,0.08,2.19
1992.0,3,359,0.87,0.17,1.1,0.05,2.19
2000.0,4,359,1.04,0.72,0.3,0.13,2.19
2012.0,0,465,0.59,1.07,0.07,0.45,2.19
2000.0,7,275,0.0,0.0,2.17,0.01,2.18
2002.0,6,488,1.92,0.2,0.0,0.06,2.18
2013.0,6,323,1.21,0.78,0.01,0.17,2.18
2013.0,10,138,1.97,0.07,0.0,0.13,2.18
2006.0,7,359,1.29,0.04,0.73,0.12,2.18
2003.0,7,359,1.48,0.17,0.47,0.06,2.17
2010.0,7,465,1.27,0.68,0.01,0.2,2.17
1998.0,9,359,1.6,0.46,0.08,0.03,2.17
1984.0,10,359,0.48,0.11,1.56,0.02,2.17
2001.0,9,138,1.23,0.83,0.0,0.1,2.16
2009.0,10,525,1.51,0.47,0.0,0.18,2.16
2000.0,8,456,1.5,0.55,0.02,0.08,2.15
2015.0,8,525,0.54,1.16,0.13,0.32,2.15
1987.0,10,359,0.14,0.03,1.98,0.0,2.15
2014.0,10,138,0.6,1.41,0.0,0.14,2.15
2007.0,8,21,0.52,1.03,0.0,0.59,2.14
1996.0,7,359,0.66,0.0,1.45,0.03,2.14
1983.0,3,359,0.01,0.0,2.13,0.0,2.14
1988.0,6,359,1.47,0.38,0.19,0.1,2.14
1992.0,9,308,1.2,0.84,0.0,0.1,2.14
1981.0,8,237,1.99,0.12,0.0,0.02,2.13
2004.0,9,275,1.04,0.81,0.0,0.27,2.13
2006.0,5,359,0.64,0.07,1.35,0.08,2.13
2003.0,7,466,0.82,0.37,0.89,0.05,2.13
2016.0,0,525,0.59,1.16,0.06,0.33,2.13
2010.0,0,126,0.93,0.97,0.02,0.21,2.12
2006.0,7,465,0.91,0.05,1.07,0.09,2.12
2010.0,4,359,1.47,0.09,0.45,0.11,2.12
2001.0,6,323,1.37,0.61,0.05,0.09,2.12
1989.0,10,359,0.83,0.33,0.92,0.04,2.12
2011.0,10,494,1.61,0.27,0.05,0.18,2.11
2009.0,8,494,1.2,0.62,0.0,0.29,2.11
2000.0,10,21,1.68,0.4,0.0,0.03,2.11
2008.0,10,275,0.11,1.34,0.4,0.26,2.11
2002.0,6,138,1.68,0.31,0.02,0.09,2.11
2010.0,10,359,0.9,0.45,0.63,0.13,2.11
2007.0,3,292,1.35,0.56,0.0,0.2,2.11
2003.0,0,500,0.63,0.21,1.13,0.13,2.11
2011.0,2,549,1.63,0.33,0.0,0.15,2.11
1998.0,7,466,0.94,0.07,1.05,0.04,2.1
2002.0,4,488,1.17,0.72,0.0,0.22,2.1
2002.0,0,323,1.54,0.44,0.04,0.07,2.1
2005.0,6,138,1.77,0.13,0.02,0.18,2.1
2011.0,8,534,1.41,0.51,0.01,0.17,2.1
2005.0,0,85,0.99,0.63,0.29,0.19,2.09
1997.0,10,13,0.0,0.0,1.96,0.14,2.09
2006.0,0,85,1.16,0.65,0.08,0.2,2.09
2003.0,0,488,1.26,0.6,0.05,0.18,2.09
2010.0,0,494,1.84,0.12,0.01,0.13,2.09
2009.0,3,330,1.97,0.0,0.0,0.12,2.09
2006.0,9,138,0.92,0.94,0.0,0.22,2.09
2015.0,8,138,0.7,0.93,0.14,0.32,2.09
2010.0,0,275,0.46,0.42,0.96,0.25,2.09
2010.0,7,21,1.77,0.32,0.0,0.0,2.08
2002.0,5,488,1.11,0.71,0.0,0.27,2.08
2008.0,6,138,0.63,1.02,0.05,0.39,2.08
2007.0,9,275,1.36,0.52,0.0,0.2,2.08
2003.0,3,359,0.97,0.33,0.73,0.06,2.08
2010.0,0,494,0.59,0.99,0.13,0.36,2.08
1998.0,11,138,2.04,0.04,0.0,0.0,2.08
1994.0,11,21,0.89,1.08,0.0,0.11,2.08
2010.0,10,138,0.79,0.94,0.0,0.35,2.08
2002.0,8,494,1.54,0.46,0.0,0.08,2.07
2010.0,7,465,0.63,0.42,0.75,0.26,2.07
2009.0,2,488,1.48,0.39,0.0,0.19,2.07
2011.0,7,347,0.75,0.54,0.54,0.23,2.07
2001.0,11,275,1.64,0.36,0.0,0.07,2.07
2007.0,6,138,1.04,0.8,0.01,0.22,2.06
2010.0,9,138,0.73,0.97,0.02,0.34,2.06
2010.0,0,525,1.2,0.63,0.04,0.19,2.06
2005.0,7,359,0.71,0.52,0.74,0.08,2.06
2004.0,0,488,1.15,0.77,0.04,0.1,2.06
1998.0,6,347,0.68,0.46,0.79,0.13,2.06
2003.0,2,347,1.06,0.62,0.13,0.25,2.06
2013.0,7,359,0.89,0.57,0.46,0.13,2.06
2007.0,6,138,0.73,0.92,0.04,0.37,2.05
2008.0,3,494,1.23,0.64,0.0,0.19,2.05
2013.0,10,494,1.43,0.33,0.04,0.25,2.05
2005.0,7,359,1.16,0.06,0.83,0.0,2.05
2002.0,3,241,1.47,0.48,0.05,0.06,2.05
2013.0,7,21,0.71,0.83,0.15,0.35,2.05
1992.0,10,40,1.75,0.25,0.0,0.05,2.05
2007.0,6,323,0.48,1.29,0.02,0.25,2.05
2009.0,7,465,1.11,0.27,0.53,0.14,2.04
2011.0,3,323,1.45,0.42,0.01,0.16,2.04
2008.0,3,525,0.73,1.09,0.0,0.23,2.04
2006.0,8,456,1.74,0.02,0.0,0.28,2.04
2005.0,0,525,0.71,1.02,0.0,0.31,2.04
2003.0,4,359,1.2,0.48,0.29,0.07,2.04
2011.0,0,138,0.58,1.06,0.03,0.37,2.04
2014.0,10,138,1.53,0.25,0.0,0.25,2.03
1998.0,10,359,1.25,0.61,0.13,0.05,2.03
2011.0,3,525,1.47,0.4,0.0,0.16,2.03
2003.0,10,138,1.57,0.18,0.0,0.27,2.03
2008.0,0,138,1.05,0.67,0.0,0.3,2.02
2005.0,8,21,1.81,0.05,0.01,0.15,2.02
2014.0,10,138,1.76,0.09,0.0,0.17,2.02
2012.0,6,323,0.82,0.98,0.04,0.18,2.02
2007.0,5,325,0.49,1.27,0.0,0.25,2.01
2016.0,8,525,1.2,0.62,0.0,0.18,2.01
2013.0,0,549,0.77,0.85,0.01,0.37,2.0
2012.0,7,359,0.89,0.45,0.53,0.13,2.0
2014.0,6,456,0.35,1.31,0.02,0.33,2.0
1993.0,2,359,0.52,0.16,1.29,0.03,2.0
2008.0,2,325,1.48,0.3,0.0,0.22,2.0
1997.0,0,21,0.95,0.64,0.27,0.13,1.99
1989.0,10,359,0.75,0.3,0.9,0.04,1.99
2002.0,0,138,1.21,0.64,0.05,0.09,1.99
2002.0,0,138,0.75,1.09,0.02,0.12,1.98
1991.0,9,359,0.93,0.27,0.75,0.04,1.98
2013.0,8,138,1.25,0.58,0.0,0.16,1.98
2012.0,8,85,1.11,0.63,0.07,0.16,1.98
2014.0,7,138,0.72,0.86,0.08,0.32,1.97
2010.0,4,446,0.99,0.8,0.0,0.18,1.97
2002.0,4,529,0.74,0.95,0.0,0.28,1.97
2008.0,8,21,1.2,0.59,0.0,0.19,1.97
2003.0,0,85,0.71,0.58,0.51,0.17,1.97
2008.0,6,138,1.01,0.64,0.02,0.3,1.97
1981.0,0,53,1.84,0.11,0.0,0.02,1.97
2013.0,8,494,1.22,0.57,0.02,0.15,1.96
2004.0,10,456,0.5,0.5,0.63,0.33,1.96
1986.0,6,359,1.13,0.37,0.41,0.05,1.96
1985.0,10,359,0.18,0.23,1.53,0.02,1.96
2006.0,4,359,0.79,0.03,1.05,0.08,1.96
2006.0,8,525,1.09,0.65,0.02,0.2,1.96
2014.0,8,21,1.3,0.49,0.0,0.16,1.95
2003.0,6,545,0.74,1.01,0.0,0.2,1.95
2005.0,0,494,1.26,0.61,0.0,0.09,1.95
1994.0,8,288,1.09,0.77,0.0,0.09,1.95
2003.0,10,138,1.69,0.2,0.0,0.06,1.95
2003.0,2,138,0.95,0.74,0.0,0.25,1.94
2008.0,10,138,0.49,1.26,0.01,0.18,1.94
1999.0,3,126,1.94,0.0,0.0,0.0,1.94
2001.0,1,488,0.59,1.23,0.0,0.13,1.94
1989.0,5,359,0.96,0.38,0.55,0.05,1.94
2004.0,2,53,1.09,0.15,0.65,0.04,1.94
1997.0,6,456,1.41,0.42,0.03,0.07,1.94
2002.0,8,525,1.42,0.4,0.0,0.12,1.94
2004.0,7,21,1.0,0.72,0.0,0.21,1.93
2013.0,0,549,1.15,0.61,0.0,0.17,1.93
2008.0,3,21,1.1,0.56,0.0,0.27,1.93
1993.0,2,17,1.48,0.39,0.0,0.06,1.93
1995.0,2,446,0.34,0.26,1.3,0.03,1.93
1998.0,5,359,1.06,0.6,0.2,0.07,1.93
2008.0,2,325,1.53,0.24,0.0,0.16,1.93
2014.0,0,525,0.56,0.89,0.1,0.37,1.93
2008.0,10,359,1.51,0.0,0.29,0.12,1.93
2013.0,0,465,0.86,0.87,0.01,0.17,1.92
2001.0,0,359,0.92,0.53,0.41,0.06,1.92
2009.0,6,138,0.73,0.97,0.01,0.22,1.92
2008.0,3,138,0.87,0.85,0.0,0.2,1.92
2001.0,8,488,0.76,0.96,0.0,0.2,1.92
2003.0,9,138,1.03,0.8,0.0,0.09,1.92
2004.0,6,488,0.94,0.73,0.0,0.25,1.92
1996.0,3,456,0.26,0.16,1.46,0.03,1.92
2009.0,3,126,1.06,0.67,0.0,0.18,1.92
2000.0,3,359,0.72,0.16,1.01,0.02,1.91
2008.0,0,288,1.14,0.57,0.0,0.19,1.91
2008.0,3,325,1.3,0.44,0.0,0.17,1.91
2015.0,8,21,0.77,0.78,0.04,0.31,1.91
2011.0,0,288,1.08,0.66,0.0,0.17,1.91
2001.0,9,288,1.03,0.75,0.03,0.09,1.9
2012.0,8,494,0.59,0.92,0.06,0.32,1.9
2013.0,6,138,0.73,0.91,0.03,0.22,1.89
2008.0,10,138,1.56,0.15,0.0,0.18,1.89
2013.0,7,359,0.21,0.3,1.33,0.04,1.89
2009.0,4,456,1.05,0.54,0.03,0.26,1.88
1999.0,7,275,1.37,0.44,0.0,0.08,1.88
2004.0,2,325,0.92,0.72,0.0,0.24,1.88
1999.0,10,456,0.25,0.12,1.48,0.03,1.88
2005.0,8,138,0.89,0.69,0.09,0.21,1.88
1998.0,2,488,1.42,0.36,0.03,0.07,1.88
2007.0,3,126,0.47,0.08,0.0,1.33,1.87
2002.0,1,359,0.96,0.53,0.3,0.09,1.87
1998.0,10,138,0.22,1.47,0.04,0.14,1.87
2001.0,0,488,0.53,0.16,1.07,0.1,1.87
2013.0,4,359,0.73,0.62,0.4,0.12,1.87
2001.0,1,359,0.87,0.52,0.41,0.06,1.86
2005.0,10,138,1.75,0.03,0.0,0.08,1.86
2004.0,4,21,1.12,0.69,0.03,0.02,1.86
1999.0,7,456,0.94,0.44,0.39,0.1,1.86
1997.0,4,17,1.37,0.41,0.04,0.04,1.86
2004.0,3,456,0.0,1.37,0.0,0.49,1.86
2014.0,4,456,0.64,0.92,0.01,0.29,1.86
2001.0,10,138,0.91,0.71,0.0,0.24,1.86
2009.0,0,126,1.34,0.37,0.0,0.15,1.86
1999.0,7,466,0.62,0.42,0.69,0.12,1.86
2010.0,0,21,0.85,0.71,0.13,0.16,1.86
2013.0,3,359,0.61,0.59,0.55,0.11,1.85
2004.0,4,456,1.33,0.49,0.0,0.03,1.85
2007.0,3,525,0.83,0.82,0.0,0.2,1.85
2004.0,7,465,1.26,0.18,0.35,0.06,1.85
1984.0,0,359,0.8,0.19,0.83,0.03,1.85
2011.0,0,456,1.05,0.49,0.08,0.23,1.85
2001.0,6,530,0.0,1.1,0.42,0.33,1.84
2009.0,7,347,0.97,0.34,0.35,0.18,1.84
2005.0,10,138,1.53,0.05,0.0,0.25,1.84
1998.0,9,359,0.83,0.06,0.93,0.0,1.83
2005.0,3,488,1.31,0.49,0.0,0.03,1.83
2012.0,7,21,0.84,0.76,0.0,0.23,1.83
1996.0,6,456,1.33,0.4,0.03,0.07,1.83
2015.0,0,465,0.46,1.02,0.07,0.28,1.83
1993.0,7,466,0.25,0.07,1.49,0.02,1.83
2007.0,8,138,1.09,0.54,0.02,0.17,1.83
1995.0,9,456,0.92,0.33,0.52,0.05,1.83
2014.0,4,359,0.61,0.34,0.79,0.09,1.82
1994.0,4,446,1.24,0.43,0.03,0.12,1.82
2001.0,3,347,1.73,0.07,0.0,0.02,1.82
2001.0,9,138,1.81,0.0,0.0,0.0,1.82
2007.0,8,359,0.91,0.74,0.07,0.09,1.82
2010.0,7,359,0.22,0.21,1.35,0.03,1.81
2014.0,0,66,0.55,0.84,0.11,0.31,1.81
2003.0,9,275,1.05,0.59,0.0,0.18,1.81
2000.0,6,446,1.1,0.51,0.12,0.08,1.81
